,Song Name,Mean Streams,Total Streams,Stream Count,Mean Duration,Total Duration,First Quarter,Last Quarter
36,#JesuispasséchezSo EP 12,674155.0,674155,1,200187.0,200187,2020Q1,2020Q1
37,#LIFEGOALS,256192.0,768576,3,221958.0,665874,2018Q4,2018Q4
38,#Lávkóma,8224.863636363636,180947,22,198750.0,4372500,2017Q3,2017Q4
39,#Malentouré,367413.5,2204481,6,182946.0,1097676,2021Q4,2021Q4
40,#Natural,97015.40157480315,24641912,254,227013.0,57661302,2017Q4,2017Q4
41,#Nett,1980.090909090909,87124,44,321920.0,14164480,2015Q3,2015Q4
42,#Nomaksāt,1933.0,7732,4,183211.0,732844,2015Q4,2015Q4
43,#OET,2776.1724137931033,161018,58,153165.0,8883570,2016Q4,2016Q4
44,#OuDiriHakka,18766.71212121212,1238603,66,171760.0,11336160,2021Q3,2021Q4
45,#PTD,240814.6923076923,3130591,13,226546.0,2945098,2017Q4,2017Q4
46,#PTT,61847.0,247388,4,200746.0,802984,2015Q4,2015Q4
47,#Prezidents (feat. Renārs Zeltiņš),1773.75,21285,12,224000.0,2688000,2015Q3,2015Q3
48,#RapSinCorte L,424616.52173913043,9766180,23,508657.0,11699111,2021Q4,2021Q4
49,#Rohffback,252650.0,1263250,5,199089.0,995445,2018Q4,2018Q4
50,#SELFIE,30020.384615384617,1951325,65,183750.0,11943750,2015Q1,2015Q1
51,#SNTL,261217.0,1306085,5,209115.0,1045575,2018Q4,2018Q4
52,#SUPERGIRLS,8723.0,52338,6,254410.0,1526460,2015Q3,2015Q3
53,#Sarkanbaltsarkanais,8162.685714285714,285694,35,195818.0,6853630,2019Q4,2020Q4
54,#Skakelen,274216.0344827586,7952265,29,152220.0,4414380,2019Q4,2020Q1
55,#Sohavégetnemérős,5856.0,70272,12,211475.0,2537700,2016Q4,2016Q4
56,#Stockholmsjul,192519.0,770076,4,217813.0,871252,2015Q4,2015Q4
57,#Summerbody,10846.223880597016,726697,67,189750.0,12713250,2019Q3,2020Q4
58,#SzuperCsillagParaszt,3246.0,12984,4,225066.0,900264,2015Q4,2015Q4
59,#THOTMILANODM,333536.65625,10673173,32,186000.0,5952000,2020Q4,2020Q3
60,#TIPONADA (feat. João Sousa),46959.307692307695,1831413,39,175120.0,6829680,2019Q3,2019Q4
61,#Tapak,2788.0,11152,4,218554.0,874216,2018Q3,2018Q3
62,#WHERESTHELOVE - Charity Single,34290.07894736842,1303023,38,325386.0,12364668,2016Q3,2016Q4
63,#Ysya2020 Vol. 4 - Pasa Que Yo,223763.0,3580208,16,100365.0,1605840,2020Q4,2020Q4
64,#Ysya2020 Vol. 5 - Silbando,152944.125,4894212,32,119438.0,3822016,2020Q4,2020Q4
65,#Ysya2020 Vol. 6 - Un Flow de Infarto,157586.81818181818,6933820,44,142376.0,6264544,2020Q4,2020Q4
66,#icanteven,59507.59701492537,3987009,67,234253.0,15694951,2015Q1,2015Q1
67,#ihanaa,68012.71641791044,4556852,67,220176.0,14751792,2018Q4,2018Q4
68,#janeinvielleicht,22994.714285714286,643852,28,173856.0,4867968,2018Q3,2018Q4
69,#santaclara,160022.5,1280180,8,198117.0,1584936,2016Q4,2016Q4
70,#tevagya,21692.0,325380,15,174250.0,2613750,2018Q4,2018Q4
71,$Efu,12666.0,50664,4,218039.0,872156,2019Q4,2019Q4
72,$ave Dat Money (feat. Fetty Wap & Rich Homie Quan),248679.87532467532,95741752,385,290835.0,111971475,2015Q4,2016Q4
73,$cuze,14494.291666666666,695726,48,144000.0,6912000,2019Q3,2020Q1
74,$€ Freestyle,1198300.8333333333,43138830,36,164468.0,5920848,2020Q4,2021Q1
75,'Di Na Babalik,523968.4794520548,38249699,73,340262.0,24839126,2019Q3,2020Q1
76,'Di Na Muli,428177.967032967,77928390,182,225270.86813186813,40999298,2018Q4,2018Q4
77,'Na Tazzulella 'E Caffe' ( Live ),23371.0,23371,1,127640.0,127640,2015Q1,2015Q1
78,'O Scarrafone,31742.0,31742,1,250906.0,250906,2015Q1,2015Q1
79,'O Ssaje Comme Fa 'O Core,34098.0,34098,1,237466.0,237466,2015Q1,2015Q1
80,'Pag Siya,97458.375,779667,8,246266.0,1970128,2015Q4,2016Q1
81,'Til You Can't,1556168.0,7780840,5,224213.0,1121065,2021Q4,2021Q4
82,'Till I Collapse,135289.42259990814,589050146,4354,297893.0,1297026122,2018Q4,2016Q4
83,'Till I Met You,110967.04477611941,7434792,67,240065.0,16084355,2016Q4,2016Q4
84,'Tis a Pity She Was a Whore,120966.23529411765,4112852,34,292626.0,9949284,2016Q1,2016Q1
85,'t Geeft Niet,256490.4,5129808,20,211550.0,4231000,2020Q4,2020Q4
86,'פאוץ,61768.561643835616,4509105,73,167108.0,12198884,2019Q3,2020Q1
87,(Christmas Eve) After Midnight,204714.45454545456,4503718,22,177880.0,3913360,2020Q4,2021Q4
88,(Don't Fear) The Reaper,537714.6,8065719,15,308120.0,4621800,2018Q4,2020Q4
89,(Everybody's Waitin' For) The Man With The Bag - Remastered 1996,120616.0,482464,4,162493.0,649972,2016Q4,2016Q4
90,(I Can't Get No) Satisfaction - Mono Version / Remastered 2002,2758.0,11032,4,222813.0,891252,2015Q4,2015Q4
91,(It Must've Been Ol') Santa Claus,160337.08823529413,5451461,34,276400.0,9397600,2018Q4,2020Q4
92,(M)Ona,9161.0,9161,1,176842.0,176842,2020Q1,2020Q1
93,(Not) The One,91443.14285714286,3840612,42,181674.0,7630308,2017Q3,2017Q3
94,(Party) CRASHER,243348.0,1946784,8,234000.0,1872000,2019Q4,2019Q4
95,(There's No Place Like) Home for the Holidays - 1959 Version,1487201.2222222222,40154433,27,175893.0,4749111,2021Q4,2021Q4
96,(What A) Wonderful World - Remastered,1281.5,2563,2,125506.0,251012,2016Q1,2016Q1
97,(bé),22273.0,178184,8,276859.0,2214872,2019Q4,2019Q4
98,(não) era amor,368461.6893939394,48636943,132,157989.0,20854548,2020Q4,2020Q3
99,(sau đây là) DỰ BÁO THỜI TIẾT (cho các vùng vào ngày mai),26162.0,209296,8,198753.0,1590024,2019Q4,2019Q4
100,(tôi) ĐI TRÚ ĐÔNG,24247.0,193976,8,245819.0,1966552,2019Q4,2019Q4
101,(what i wish just one person would say to me),275269.0,1101076,4,214480.0,857920,2020Q4,2020Q4
102,(Í Hita Leiksins),8449.0,33796,4,128102.0,512408,2019Q3,2019Q3
103,(تجار حرام (مع ويجز,13960.142857142857,1270373,91,184687.0,16806517,2021Q3,2020Q3
104,(一個男人) 一個女人 和浴室,51706.03448275862,1499475,29,300000.0,8700000,2018Q4,2018Q4
105,+,352590.8387096774,54651580,155,219367.0,34001885,2019Q4,2020Q3
106,+ (MÁS),445722.0714285714,12480218,28,219354.0,6141912,2020Q4,2021Q1
107,+ 1 - Radio Edit,156781.90625,5017021,32,193300.0,6185600,2015Q4,2016Q1
108,+ 33,619486.0,2477944,4,147000.0,588000,2020Q4,2020Q4
109,+1 - Radio Edit,138974.40433212995,38495910,277,192213.0,53243001,2015Q4,2015Q4
110,+5 STAR+,45395.0,181580,4,200560.0,802240,2020Q4,2020Q4
111,"+82 (Prod. Dynamicduo, THAMA)",12048.0,72288,6,207573.0,1245438,2021Q4,2021Q4
112,+DONE161201+,40288.0,604320,15,213967.0,3209505,2019Q4,2019Q4
113,+Linda,242862.38045234248,300663627,1238,161748.0,200244024,2020Q4,2020Q3
114,+Linda - Remix,68460.52150537634,12733657,186,237588.0,44191368,2020Q4,2020Q3
115,...,536967.0,4832703,9,137542.0,1237878,2021Q4,2021Q4
116,"...And to Those I Love, Thanks for Sticking Around",398057.2740021575,368999093,927,168489.0,156189303,2021Q3,2020Q3
117,...Ready For It?,409701.90857142856,860374008,2100,208198.0,437215800,2017Q4,2017Q4
118,.Rosso (feat. Madame & Rkomi),731629.3333333334,8779552,12,161656.0,1939872,2019Q3,2019Q4
119,0 Like (feat. Jake La Furia),760835.0,3043340,4,188800.0,755200,2019Q3,2019Q3
120,"0 Sentimientos (Remix) [feat. Noriel, Darkiel, Lyan, Messiah & Baby Rasta]",16432.15734989648,7936732,483,335736.0,162160488,2017Q4,2017Q4
121,0 To 100 / The Catch Up,446945.34810126584,70617365,158,275226.0,43485708,2015Q1,2016Q4
122,0 passi,300831.4,6016628,20,163529.0,3270580,2021Q3,2021Q4
123,0.35700000000000004,250841.9411764706,8528626,34,201355.0,6846070,2020Q4,2021Q1
124,00 Fala Bonito,79948.0,4477088,56,212093.0,11877208,2020Q4,2021Q1
125,00000 Million,76274.33333333333,915292,12,233982.0,2807784,2016Q4,2016Q4
126,00:26,15218.451612903225,1415316,93,116625.0,10846125,2018Q4,2018Q4
127,03' Adolescence,410153.0,820306,2,264213.0,528426,2015Q1,2015Q1
128,03:00 AM,40265.0,362385,9,138666.0,1247994,2021Q4,2021Q4
129,03:27,11109.941176470587,188869,17,102000.0,1734000,2018Q4,2018Q4
130,040/DUKAT,49378.0,148134,3,216551.0,649653,2021Q4,2021Q4
131,04:00,21693.285714285714,607412,28,226000.0,6328000,2018Q3,2018Q4
132,04:30,320204.56692913384,40665980,127,195736.0,24858472,2019Q3,2020Q4
133,04:51,15619.421052631578,593538,38,227000.0,8626000,2018Q4,2018Q4
134,05:05,133761.13103448277,19395364,145,211880.0,30722600,2018Q4,2018Q4
135,06:57,13681.607142857143,383085,28,112800.0,3158400,2018Q4,2018Q4
136,079ME,704709.4893617021,33121346,47,211852.0,9957044,2018Q4,2018Q4
137,08 ZOO,204523.0,1227138,6,124195.0,745170,2021Q4,2021Q4
138,08:16,14146.347826086956,325366,23,152000.0,3496000,2018Q4,2018Q4
139,"08BASICK (Feat. 365LIT, CHANGMO, CROWN J, DON MILLS, FANA, GAEKO, LAYONE, lIlBOI, MYUNDO, PAUL BLANCO, SAN E, SWINGS, SKINNY BROWN, VERBAL JINT, YUMDDA) - REMIX",13887.0,41661,3,799133.0,2397399,2021Q4,2021Q4
140,"08Basick (Feat. Yumdda, punchnello)",24559.2,368388,15,249893.0,3748395,2021Q4,2021Q4
141,098 (Theme of +81 Connect),200863.0,602589,3,81236.0,243708,2021Q3,2021Q3
142,0X1=LOVESONG (I Know I Love You) - Japanese Ver.,197335.5,1578684,8,205293.0,1642344,2021Q4,2021Q4
143,0X1=LOVESONG (I Know I Love You) feat. Seori,102666.8679245283,16324032,159,202203.0,32150277,2021Q3,2021Q4
144,0ffline (feat. bbno$),603322.3157894737,45852496,76,201094.0,15283144,2020Q4,2020Q3
145,1,10093.375,80747,8,200326.375,1602611,2017Q4,2021Q4
146,1 COLPO (feat. Neima Ezza),331325.8888888889,5963866,18,177283.0,3191094,2021Q4,2021Q4
147,1 Kym 1,6034.222222222223,54308,9,220000.0,1980000,2019Q4,2020Q1
148,1 Mill,276712.5,3320550,12,181173.0,2174076,2019Q4,2019Q4
